policy,barcode,cycle_life,QD2,QD(Max-2),QD100,QDiffMin,QDiffMean,QDiffVar,QDiffSkew,QDiffKurtosis,QDiffStart,R3Coef,R3Intercept,R1Coef,R1Intercept,QDiffLinVar
3_6C-80PER_3_6C,???,1189.0,1.0706892,0.46836520000000004,1.0759126,-2.0726479673332374,-2.5416016114732507,-5.014861042960788,-0.27404063707810705,0.1297903648772174,-4.261443570005188,-0.00021024667355227036,1.091261827422553,3.902833333333153e-05,1.0720776861111112,-5.013790557305734
3_6C-80PER_3_6C,???,1178.0,1.0753012,0.009288300000000138,1.0806297,-1.9584566567173611,-2.3872569666191845,-5.013959617162855,-0.3671633435127306,0.012464331180694635,-3.8033251846886844,6.096038865405838e-06,1.0809453275883174,-4.0691666666659025e-05,1.084710019444444,-5.017121055308589
3_6C-80PER_3_6C,???,1176.0,1.0799223,0.008131200000000005,1.0849404,-1.7640578612436268,-2.3480696498547133,-4.7369997419805365,0.033501872813719434,-0.4576267497842628,-5.056483634489419,1.0885957194499132e-05,1.0848258520188208,-4.384499999998683e-05,1.0893313527777764,-4.734378425592602
4C-80PER_4C,???,1225.0,1.0797229,0.006530099999999983,1.0847498,-1.7221493032207573,-2.1275066415532153,-4.442613359277012,-0.357485560584585,0.03957902016868709,-3.7398329554558147,1.77920496783529e-05,1.0840525035320596,-2.6116666666557254e-06,1.0850306305555546,-4.438865269760685
4C-80PER_4C,???,1226.0,1.0784167,0.005899899999999958,1.0826457,-1.8551769586673086,-2.2403315418634135,-4.647743660307859,-0.44063433451277717,0.12510066877814913,-4.380558908317543,1.970663823167487e-05,1.0818503647693003,-3.266166666664461e-05,1.085850724999998,-4.642574495908198
4_4C-80PER_4_4C,???,1073.0,1.0761266,0.005943800000000055,1.0797794,-1.5989653349280424,-1.9556988935537072,-4.178877963304522,-0.8257943420525352,0.0890308836301132,-3.6250478107988915,1.1921585091393581e-05,1.0797309956671703,-2.461500000000561e-05,1.0822153805555559,-4.174412014292863
4_8C-80PER_4_8C,???,635.0,1.0758358,0.006303200000000064,1.0792426,-1.4215207944138115,-1.7968295470103903,-3.7688779002277237,-0.38940812697492216,0.0927452333550496,-4.207368241127319,-3.9038113089659095e-06,1.0811259598180414,-6.057833333332764e-05,1.0853306305555552,-3.7672643524347613
4_8C-80PER_4_8C,???,869.0,1.0938644,0.004104200000000002,1.0957625,-1.4175572328154407,-1.7786972259287557,-3.8134860773269867,-0.4770127555092471,0.04942577672560296,-3.630069965644062,-5.892346779386453e-06,1.0972358726960325,-3.8773333333334374e-05,1.0996727,-3.8160528241450153
5_4C-40PER_3_6C,???,1053.0,1.0829742,0.005975700000000028,1.0876312,-1.5417478896827503,-1.9389020163552184,-4.059383677769545,-0.3689714157359826,0.07268024879897933,-4.424570343414134,1.881073771589248e-05,1.086750606724939,-1.2084999999980212e-05,1.088857152777776,-4.059990021258813
5_4C-50PER_3C,???,787.0,1.0537786,0.009460400000000035,1.0599719,-1.6254072026301174,-2.0768490121048195,-4.146896530502188,-0.22559407709865514,0.08118719666612247,-5.452511937624461,2.2554603472129474e-05,1.0589460210960862,-1.3199999999998403e-05,1.0612633555555553,-4.147613986839886
5_4C-60PER_3C,???,879.0,1.0709661,0.006877699999999987,1.0762016,-1.548306330889822,-1.9227695561901268,-4.046069839990279,-0.5490543657829832,0.11835968460668723,-4.596107673170346,2.698320295315869e-05,1.074739258454947,-2.001999999998358e-05,1.0781936999999984,-4.04482464367304
5_4C-60PER_3C,???,718.0,1.0611236,0.008215100000000142,1.0677497,-1.538433127534962,-1.9580908387510947,-4.017949103167607,-0.31695426763956036,0.09706840967712062,-3.7242302273864234,2.9889211917194545e-05,1.066146533573692,-2.572499999999127e-05,1.0702973083333327,-4.0214530855681545
5_4C-60PER_3_6C,???,861.0,1.0811664,0.007425499999999863,1.0863206,-1.5589858999371669,-1.9064450291690773,-4.099413675443745,-0.9102720683952006,0.0892331662589661,-3.7622973228044234,2.397059018546487e-05,1.0852605617262463,-3.1961666666650386e-05,1.0894917583333317,-4.1021698133597875
5_4C-60PER_3_6C,???,856.0,1.072052,0.007173799999999897,1.0769763,-1.5076871632965057,-1.8747427462631594,-3.970159451162403,-0.5917804840344958,0.11082608331863986,-4.35709166260813,1.852142697753941e-05,1.0761722301825323,-1.0798333333350563e-05,1.0780905527777795,-3.9715910319660486
5_4C-70PER_3C,???,690.0,1.0661705,1.8179140000000003,1.0645274,-1.3552344300601988,-1.6839795813178122,-3.650080545153841,-1.2833382697652949,0.12921548092591198,-4.422619727931359,-0.0002898181875561845,1.1013028337777098,-0.00011737833333332524,1.0760541749999994,-3.652996888586823
5_4C-70PER_3C,???,787.0,1.0851147,0.004190699999999881,1.0870851,-1.3382564529624872,-1.6966683856046991,-3.6199068274368353,-0.5631639028212464,0.10565144504834903,-5.820917305810598,-9.866090316164088e-06,1.088879804907905,-4.128833333333359e-05,1.091066613888889,-3.6184370922771483
5_4C-80PER_5_4C,???,533.0,1.07263,0.003094200000000047,1.0612478,-1.1966765604379692,-1.4841793472842268,-3.367237410245857,-0.6167722877860201,0.030486791891220395,-5.440747471424218,-0.00013867524370572975,1.076931872256119,-0.0002307249999999947,1.0843640749999994,-3.3638542605603496
5_4C-80PER_5_4C,???,558.0,1.0824388,0.0034874000000000294,1.0767291,-1.1889597281466224,-1.5134621706870839,-3.3503380515995875,-1.044954054796925,0.058077511408505166,-4.399871148685718,-8.084400793119503e-05,1.0863652162780764,-0.00015780999999998792,1.0925328833333323,-3.3497693060726594
6C-30PER_3_6C,???,1013.0,1.0792934,0.004492999999999858,1.0816909,-1.523552178470511,-1.8748239696078786,-4.0407936433278895,-0.844134617114815,0.0901189770937402,-3.8198830369278602,-6.679778640603251e-06,1.082806245147881,-1.9964999999995866e-05,1.083695919444444,-4.043614642834699
6C-40PER_3C,???,1016.0,1.0745355,0.004539499999999919,1.0776314,-1.4969978330235068,-1.8578137419551943,-3.938662523656534,-0.4699757105231049,0.10523357527501659,-3.70300113802473,2.340464395692771e-06,1.0779190932827112,-0.0001166733333333392,1.0885170111111118,-3.9422580790003035
6C-40PER_3C,???,853.0,1.0752345,0.004678599999999866,1.0780438,-1.5310448923727904,-1.906361465057932,-4.027888820540259,-0.4461961051933633,0.09390973747488542,-3.833016304978287,1.0363196450087909e-06,1.07880375871507,-3.027499999999443e-05,1.081106780555555,-4.0311350932163865
6C-40PER_3_6C,???,869.0,1.0876514,0.003894800000000087,1.0893713,-1.4161841994934083,-1.748357956667111,-3.7952199967853435,-0.9315611922725396,0.10607863632421068,-3.668609070607406,-1.4921585728949296e-05,1.0913401033446182,-0.00014669833333333203,1.1031546416666662,-3.7978978687654594
6C-40PER_3_6C,???,841.0,1.0790461,0.003953399999999885,1.0810226,-1.4457275004165389,-1.8092709739934298,-3.8537032000559392,-0.5383236465347431,0.09230831522798551,-3.7361354753021847,-1.0451882383693944e-05,1.0825742006726213,-1.8104999999997893e-05,1.0827452527777774,-3.8515559134168265
6C-50PER_3C,???,859.0,1.0777475,0.003846999999999934,1.0796947,-1.4292997115162875,-1.7773323505829581,-3.844711807496199,-0.8457799517808159,0.09288982765149863,-5.076736054339593,-7.333882906489762e-06,1.0810762039439208,-3.477333333334147e-05,1.0831726222222229,-3.845211826631936
6C-50PER_3C,???,916.0,1.0794537,0.004349200000000053,1.0818107,-1.4333451217343054,-1.7798782181139183,-3.8382817049630766,-0.8612870070222239,0.10670704440689673,-3.8349741466263603,-4.760354226039212e-06,1.0830331387047416,-3.5428333333335327e-05,1.085387191666667,-3.8362306812629603
6C-50PER_3_6C,???,708.0,1.0798637,0.003954500000000083,1.0814074,-1.3891761023084515,-1.7515577975481582,-3.744699217898308,-0.5448635389429908,0.08884160447264221,-4.184876348831716,-1.5980500991399434e-05,1.0836451846878208,-3.748999999999559e-05,1.0851558166666664,-3.7455051002775694
6C-50PER_3_6C,???,875.0,1.0946392,0.003694199999999981,1.0953494,-1.4036425857817216,-1.745123636189018,-3.777732624088043,-0.9557232155062224,0.09416449332478788,-3.6086211079304285,-2.592642286530403e-05,1.098395230273065,-3.937666666666469e-05,1.0993131833333332,-3.77270781963448
6C-60PER_3C,???,730.0,1.0778366,0.003820099999999993,1.0793804,-1.3413563753175848,-1.6833949610457555,-3.6464634970703615,-0.8078340470945177,0.10702220542329091,-4.0348913468167185,-1.2356529528399675e-05,1.081308628210572,-3.741999999998433e-05,1.0831395333333318,-3.6484000856383507
6C-60PER_3C,???,756.0,1.0924908,0.004335399999999989,1.0937657,-1.3477364305988748,-1.6645106205937217,-3.6670575975866413,-1.1882098620646542,0.09087247768630032,-4.24211040034887,-2.1397385383394097e-05,1.0965898261251268,-4.6473333333330034e-05,1.0984068999999996,-3.6671961897373224
7C-30PER_3_6C,???,741.0,1.0766174,0.004865000000000119,1.0794187,-1.429245314396692,-1.7937042480714813,-3.848616157008837,-0.821307408236174,0.07184525098601341,-3.8590436161842536,8.843664926159192e-08,1.0800721686430899,-2.8241666666654436e-05,1.0822767694444433,-3.8472289580174035
7C-30PER_3_6C,???,702.0,1.0707464,0.00507919999999995,1.0739936,-1.4072456671301197,-1.7393719825298462,-3.7726058155960294,-1.0246266951892982,0.11391803809962447,-4.3605826420206295,3.6186185439500148e-06,1.0743301791512856,-2.710333333333e-05,1.0766893277777776,-3.7692920911944694
7C-40PER_3C,???,703.0,1.0778315,0.004527799999999971,1.0802411,-1.350456749794432,-1.6769057422922822,-3.6695013425959444,-1.617615702399628,0.1098246649296434,-4.86889953326697,-6.751638199797513e-06,1.081628083239294,-4.270499999997994e-05,1.0844807416666649,-3.6692018364975936
7C-40PER_3C,???,647.0,1.0748194,0.004472400000000043,1.0768065,-1.351203133303817,-1.711374683657366,-3.673938893314921,-0.6262131671958386,0.10166914570394679,-3.5660586822439284,-9.208093771716788e-06,1.078507536286492,-4.444999999999588e-05,1.0812393611111106,-3.6761368863023085
7C-40PER_3_6C,???,616.0,1.0729513,0.003646500000000108,1.0749754,-1.2486008121232726,-1.5724458334798015,-3.4330481735466756,-1.195108382087062,0.12980197215801967,-4.053465174546502,-9.20757225101859e-06,1.0762749181129623,-9.408333333338349e-06,1.0758750250000004,-3.434709333718446
7C-40PER_3_6C,???,624.0,1.0817773,0.004689399999999955,1.0847629,-1.274546135729866,-1.6118980612133418,-3.5045337204530713,-0.8167235117864322,0.10625547463390071,-4.099208083787983,-2.830768446085135e-06,1.0858110966636705,-2.218333333333285e-05,1.0870431277777777,-3.5055959413879396
8C-15PER_3_6C,???,965.0,1.0833029,0.004503299999999877,1.0857353,-1.5361710582591273,-1.898637644662452,-4.0552127051547355,-0.6046654558426963,0.09394466676810058,-4.6370455579417635,-7.704564899999604e-06,1.0873312488947968,-4.194833333333778e-05,1.0899337583333337,-4.055273053908317
8C-15PER_3_6C,???,1050.0,1.0789614,0.0049074999999998425,1.0821686,-1.5450592803081846,-1.908031828701738,-4.071513969179501,-0.6357186446910515,0.09445340220309593,-4.661644456943542,3.1046739220491544e-07,1.0828784367028161,-3.1500000000006525e-05,1.0853257000000005,-4.068925202067802
8C-25PER_3_6C,???,701.0,1.0798725,0.004959500000000006,1.0832821,-1.3495987713904598,-1.6861494296026898,-3.6658557852690015,-0.9678081520562437,0.11933570495759903,-3.3995919401236607,2.56214639557805e-06,1.0837659901784518,-3.5756666666671616e-05,1.0868003611111117,-3.670152036229431
8C-25PER_3_6C,???,650.0,1.0682389,0.003432099999999938,1.0688359,-1.3506077894518453,-1.7174769733320125,-3.667779071634814,-0.6247873062859551,0.11481531762273132,-4.33061143608564,-2.3693180064903284e-05,1.071735907634094,-3.982666666667209e-05,1.0728161444444448,-3.670994506724707
8C-35PER_3_6C,???,615.0,1.0847682,0.0035623999999998546,1.0847102,-1.2306443031102845,-1.5327013687973048,-3.42070000480644,-0.8567357884972235,0.11034879575565992,-3.5307564661935458,-3.330951870907704e-05,1.0885459562050126,-5.1009999999992087e-05,1.089818216666666,-3.4197776176671724
8C-35PER_3_6C,???,598.0,1.0839558,0.004482499999999945,1.0858277,-1.2261878935345303,-1.5396120308081556,-3.425292235698853,-0.9385559436201548,0.10734308804132892,-3.975854262929764,-1.2479067765812615e-05,1.087803232718092,-3.706333333331666e-05,1.0895689833333317,-3.4253358071851374
1C_4PER_6C,???,300.0,1.0700541,0.0035296000000000216,1.038452,-0.8683092642425612,-1.1466774062999672,-2.745713141665477,-0.3108133090409784,-0.05431099978476863,-3.862232898623713,-0.00035162942320320794,1.0787321511778845,-0.000646709999999995,1.1040412166666662,-2.7432322501416198
2C_10PER_6C,???,148.0,1.0720705,0.001545899999999989,0.96833885,-0.8600383510560675,-1.1096681027605777,-2.7269009268552273,-0.031051805897133165,-0.2929142187568374,-4.713662983085621,-0.0010877754266205076,1.084259689146376,-0.0013777471666666617,1.1066269374999995,-2.725385908169149
2C_2PER_5C,???,438.0,1.0735391,0.006428299999999831,1.0759984,-1.263094289482448,-1.6109852078988873,-3.49325877973462,-0.7690435038386445,0.10850849167697327,-4.37702750378329,-1.1906439314245027e-05,1.0786492374302674,-5.6829999999996615e-05,1.081674272222222,-3.4921216220135207
2C_7PER_5_5C,???,335.0,1.0668509,0.0020588999999999746,1.046734,-0.9967926288640481,-1.2463019576605197,-2.9295461799013296,-0.3746248653733574,0.014785230007928205,-4.533755594887878,-0.00022544962288570546,1.072454462078177,-0.00034878999999999883,1.081732761111111,-2.9292462835980686
3_6C_22PER_5_5C,???,444.0,1.0728973,0.002749899999999972,1.0650914,-1.1937645767713467,-1.491719461743023,-3.352005048686579,-0.7957877594132609,0.0559018898275981,-4.867781113306048,-0.00010576278586411127,1.0772967472167498,-0.0001840716666666705,1.0835979638888893,-3.3538224386560787
3_6C_2PER_4_85C,???,480.0,1.0680153,0.005005300000000101,1.070745,-1.3178567781795072,-1.6532511082543373,-3.6026950184150652,-1.1005662177859628,0.10505735519960828,-3.6823764825636176,-3.9711505970708433e-07,1.0720066104329642,-7.896333333334096e-05,1.0785615833333342,-3.605815861859541
3_6C_30PER_6C,???,511.0,1.0687391,0.003792100000000076,1.0521992,-1.1399187112215652,-1.4058862574783468,-3.2443895460665364,-0.3612507275914775,0.00552526400584616,-4.945455641519663,-0.00021311057322647852,1.0756144584377332,-0.00029540500000000417,1.0816532750000003,-3.247472975710044
4C_13PER_5C,???,477.0,1.0717047,0.004223899999999947,1.0705185,-1.2480209783825262,-1.557622745248192,-3.462718089422487,-1.0554335196636064,0.08259480894527929,-5.007192587412197,-4.040913808822516e-05,1.0762889502489654,-0.00011783666666666344,1.082450583333333,-3.4628887913146253
4C_4PER_4_85C,???,485.0,1.0780684,0.004814700000000061,1.0809475,-1.282073165686794,-1.613205991110291,-3.4987518062973493,-0.9476984740059884,0.12154808203684232,-3.7270442616045503,-3.3851787387871574e-06,1.0822514729548804,-4.599333333334584e-05,1.085493677777779,-3.4949456013819176
4_4C_24PER_5C,???,494.0,1.0656468,0.011064600000000091,1.073837,-1.237925613063364,-1.611364897030201,-3.4289915980285874,-0.5218541306931482,0.09974026022681656,-3.68437460397557,2.1672617613118547e-05,1.073495828728905,-9.725333333332478e-05,1.0830813888888882,-3.429695373682679
4_4C_47PER_5_5C,???,487.0,1.063838,0.0037713999999999803,1.0588086,-1.2562295216723036,-1.576485456600714,-3.52765465024867,-1.00182342860095,0.004996959096155482,-4.873971313465925,-8.073106554711843e-05,1.0682545443203337,-0.00014608166666666426,1.0733353694444443,-3.517604767143976
4_4C_55PER_6C,???,461.0,1.0480373,0.0016424999999999912,1.0328457,-1.1901649209336693,-1.5011892608466926,-3.3160048790440793,-1.4148920250141597,0.09006200285485452,-4.377747603374355,-0.0001781413914019221,1.0512644514902865,-0.00017286166666666085,1.0501056583333328,-3.316276072068781
4_4C_8PER_4_85C,???,502.0,1.0831043,0.006389599999999884,1.0862604,-1.3593087069041776,-1.6796844781627422,-3.720936455795167,-1.0717804856313926,0.03581500209598601,-3.670631917988342,-5.425182819144458e-06,1.088246993160938,-9.547500000000416e-05,1.095670347222223,-3.718079575093313
4_65C_19PER_4_85C,???,489.0,1.0768799,0.005136999999999947,1.0766457,-1.230650501746874,-1.5815531287988926,-3.526536349841589,-0.8925355299058996,0.07695299098197508,-4.157025411470409,-4.3285123908982436e-05,1.082113245696179,-0.00012381666666666885,1.0887570944444445,-3.5201986473664215
4_65C_69PER_6C,???,527.0,1.0745209,0.0035600000000000076,1.0714235,-1.2806508087919855,-1.5630231074212855,-3.5262591405911756,-0.5725051626370227,0.06769334127959666,-4.0553812363033135,-6.60343132566994e-05,1.0788833532276265,-0.00014221000000000928,1.085342772222223,-3.530478417930699
4_8C_80PER_4_8C,???,495.0,1.0679682,0.0054579000000001265,1.0710108,-1.356179169651757,-1.7081773968168699,-3.695801909027004,-0.8518787665199217,0.07038808729590558,-4.030534934136992,3.533625971475709e-06,1.071912797806808,-9.000333333333649e-05,1.0799289388888893,-3.6920820064589677
4_8C_80PER_4_8C,???,461.0,1.0672674,0.004897099999999988,1.0676695,-1.2445409385820865,-1.5725847334748828,-3.4524627547437436,-1.648455293798464,0.1027763784328292,-4.806569019794571,-2.94523184719062e-05,1.0720634880011986,-0.000132585000000011,1.0808102194444456,-3.4548080246615
4_8C_80PER_4_8C,???,471.0,1.0766411,0.005885200000000035,1.0773104,-1.2295425911374671,-1.54042550048614,-3.4071609737940496,-1.1257296388144755,0.11748366850034483,-3.569522270697227,-3.6027029180931494e-05,1.0825277170144534,-0.00012374500000000106,1.089679541666667,-3.408143441971944
4_9C_27PER_4_75C,???,468.0,1.065841,0.005946000000000007,1.0693567,-1.2988643792404329,-1.6375433564071966,-3.5618083547391297,-1.0420006872205039,0.10241904770320635,-4.683264887252645,1.3090813457528339e-06,1.0705697311879576,-6.822333333333562e-05,1.0761635611111113,-3.562207827219345
4_9C_61PER_4_5C,???,509.0,1.07155,0.006313199999999908,1.0759076,-1.2867359862998988,-1.6176750475625667,-3.522279677918321,-0.8805854969983655,0.11308900029540024,-3.6264900336974404,7.436241863193525e-06,1.0763286320308065,-2.956499999999067e-05,1.0794058194444436,-3.525356090250077
4_9C_69PER_4_25C,???,498.0,1.0725043,0.00683749999999983,1.0787998,-1.3861793724076383,-1.7539464043326531,-3.7089030308241906,-0.5439873427849812,0.1343227716951403,-4.360879827292444,3.3456762873846863e-05,1.0765519089850748,-2.9370000000013744e-05,1.0815309166666682,-3.707938247723212
5_2C_10PER_4_75C,???,481.0,1.0672802,0.005877600000000038,1.071249,-1.325416644054019,-1.6826954895355366,-3.60479416427449,-0.7008976291698295,0.11028486733023703,-4.956435153705406,9.289512206007528e-06,1.0716913112662494,-6.521499999999256e-05,1.0777513694444436,-3.6064046306583744
5_2C_37PER_4_5C,???,492.0,1.0732793,0.006845800000000013,1.0785081,-1.3431446904036426,-1.658957372086841,-3.6270635017270894,-2.3378129944935093,0.13310730462410383,-4.312593232987515,1.349764996907835e-05,1.0785447901051333,-5.4666666666662136e-05,1.084041233333333,-3.6253806188858864
5_2C_50PER_4_25C,???,519.0,1.0742669,0.0066597999999999935,1.0795146,-1.2379794438180538,-1.616384877439943,-3.4870701171082983,-0.6811438427074394,0.11577658750638671,-4.56194778217327,1.8481911264974386e-05,1.0787421481749964,-2.88916666666602e-05,1.0825207861111106,-3.4859852015010566
5_2C_58PER_4C,???,520.0,1.079052,0.006544000000000105,1.0847911,-1.364790950043344,-1.7045901483640309,-3.683620054687148,-1.1265822191378607,0.13130361808275134,-3.6273627560101147,2.1191846298032193e-05,1.0835039760476635,-3.101666666666115e-05,1.0876216833333328,-3.680233134425648
5_2C_66PER_3_5C,???,499.0,1.0688509,0.0068525999999999865,1.0746909,-1.3726435924059983,-1.7287280148044166,-3.7034372387455874,-0.8981473934274868,0.1295177599223842,-4.115844099503942,2.156582891825887e-05,1.0735886735988118,-5.364000000000296e-05,1.0799885111111114,-3.704623476835621
5_2C_71PER_3C,???,463.0,1.0687217,0.005766500000000008,1.0718495,-1.2720555909002396,-1.6289837763187827,-3.488171401628493,-0.72843683402256,0.13973836665613368,-4.071798427901464,6.522247511937028e-07,1.073323176935779,-6.980166666665419e-05,1.0788731805555543,-3.4887885061776793
5_6C_25PER_4_5C,???,535.0,1.079731,0.006338799999999978,1.0852383,-1.3095964446659145,-1.6897634326710487,-3.564054356948233,-0.48208811637375604,0.12081009453915599,-3.5236791909130996,2.4757829504810665e-05,1.0839209316508234,-3.8305000000001437e-05,1.0889382861111112,-3.5669143989375294
5_6C_38PER_4_25C,???,478.0,1.0748166,0.0068574000000001245,1.081265,-1.291292745571025,-1.6324343046492478,-3.5231372873422977,-0.9482544921277748,0.13951521288154714,-3.926326904328572,3.5767467436834456e-05,1.0788714500372971,-3.73849999999787e-05,1.0849004416666646,-3.5214102501020355
5_6C_47PER_4C,???,465.0,1.0699497,0.005798600000000098,1.074622,-1.289183904196945,-1.6071777769471296,-3.536241264656527,-1.3930100480176224,0.12036172406481568,-4.031325123826613,1.71706482030487e-05,1.074080651653501,-4.353666666667699e-05,1.078972350000001,-3.5408795589002593
5_6C_58PER_3_5C,???,459.0,1.0784613,0.0084206,1.0863159,-1.2836224533640956,-1.5932399331755311,-3.5055978071589906,-1.2984074541546253,0.1421374637958205,-3.915214488809412,3.2592502343017975e-05,1.0842593725092287,-3.764500000000098e-05,1.0898757194444446,-3.5062488955635414
5_6C_5PER_4_75C,???,499.0,1.0765519,0.006568300000000082,1.0798434,-1.2985098662990684,-1.621650673824421,-3.5598626846034156,-1.5004583543043948,0.11841581437803828,-4.711957063647383,-1.9657885609726217e-05,1.0822592977130872,-6.444000000001744e-05,1.086095522222224,-3.5557350425478114
5_6C_65PER_3C,???,429.0,1.0682049,0.007903900000000075,1.0736984,-1.2473349212311016,-1.587985535878981,-3.43908203442455,-0.8666000892716057,0.14007554782788026,-3.9921908890507796,1.7813572289271826e-05,1.0738426043953102,-3.8663333333340455e-05,1.0781187388888895,-3.4408387488987784
6C_20PER_4_5C,???,466.0,1.0780239,0.0060867000000000004,1.082616,-1.301274614377093,-1.6253769316788915,-3.587295399410688,-1.1151332569311692,0.09490511296858227,-5.400145556748056,1.2526737817901234e-05,1.082494506883053,-8.151333333333845e-05,1.0905411444444448,-3.5868584135508588
6C_31PER_4_25C,???,462.0,1.0735646,0.007075399999999954,1.0790776,-1.2260292720019408,-1.5476191264335197,-3.3949683603243996,-1.9938836205477555,0.13411195795721684,-4.417652232763678,1.3236943812201448e-05,1.0789513363783,-3.149666666664905e-05,1.0821377833333317,-3.3918904447269798
6C_40PER_4C,???,457.0,1.070887,0.006365600000000082,1.0763599,-1.244631656549312,-1.577171965585577,-3.4525813382033177,-1.3898346433973754,0.11161193841299008,-4.012170433975623,2.295546863543929e-05,1.075190215160441,-1.6893333333345422e-05,1.0781532555555569,-3.453071076714436
6C_4PER_4_75C,???,487.0,1.0704726,0.005185599999999901,1.0730408,-1.3613512233846539,-1.680774843266321,-3.6884176625214473,-1.5396992195753698,0.11300986759248227,-4.279523674312591,-6.3528011016964915e-06,1.0748436787005335,-7.905499999999457e-05,1.0808193027777773,-3.691467651918759
6C_52PER_3_5C,???,429.0,1.0726138,0.007384199999999952,1.0795197,-1.2199132469467104,-1.5216920455431628,-3.368943335394509,-1.205534350249957,0.13209502751046948,-4.142283536757327,3.0042755771474552e-05,1.077609206139663,-1.251666666666577e-05,1.0807834499999998,-3.3697590535002195
6C_60PER_3C,???,713.0,1.0421375,0.008112700000000084,1.0470229,-1.5285140977215297,-1.9212336252901885,-4.033930642894341,-0.566280440743996,0.08309765090846974,-4.372718892684062,-8.66282411746297e-06,1.0493585797607892,-8.311833333332077e-05,1.0552714638888876,-4.019012575682644
